,date,title,lede,writing,journalist,news_url,img_url,content,img_coment
0,20211109,경기 등 일부 지역 유치원 방과후강사 16~17일 파업,"경기, 강원, 경북지역 유치원 방과후전담사(강사) 2,000여 명이 16~17일 이틀간 파업한다. 다른 지역에 비해 열악한 처우 …",한국일보,이윤주 기자,https://news.naver.com/main/read.naver?mode=LS2D&mid=shm&sid1=102&sid2=250&oid=469&aid=0000640122,https://imgnews.pstatic.net/image/origin/469/2021/11/09/640122.jpg,"경기, 강원, 경북지역 유치원 방과후전담사(강사) 2,000여 명이 16~17일 이틀간 파업한다. 다른 지역에 비해 열악한 처우 개선이 요구사항이다. 전국교육공무직노동조합은 9일 경기, 강원, 경북도교육청 천막농성장에서 이런 내용의 ‘전국 유치원 방과후과정 파업 발표 기자회견’을 열었다. 노조는 “세 지역 유치원 방과후전담사들은 같은 직종, 다른 지역 동료에 비해 낮은 임금의 지역차별을 당해왔다”면서 “교육청은 근속차별에 대한 해결 의지 없이 역대급 불통교섭으로 일관하고 있다”고 주장했다.통상 유치원 방과후전담사의 기본급 유형은 초등 방과후강사와 같은 1유형으로 분류된다. 방과후 돌봄과 교육 기능을 함께하는 직종이란 뜻이다. 그러나 이들 세 지역 교육청은 유치원 방과후전담사를 초등 돌봄전담사와 같은 2유형으로 구분했다. 그 결과 이 지역 유치원 방과후전담사들은 다른 지역보다 월 기본급이 20만 원 적은 184만 원(8시간 전일제 기준)이다. 노조는 그렇게 아낀 예산이 연간 28억~30억 원에 불과한 만큼 아낄 돈이 아니라는 주장이다. 유치원 방과후전담사 파업이 끝나면 영어회화전문강사와 서울 다문화언어강사(19일), 초등스포츠강사(23일) 파업도 이어진다. 올해 임금단체협상 본교섭이 결렬된 지난 5일부터 17개 시도교육청에서 철야 농성 중인 학교비정규직연대회의(학비연대)는 “돌봄전담사, 특수교육실무사 등 직종별로 다른 날짜에 파업을 추가로 진행하고, 이달 말이나 내달 초 총파업도 검토할 것”이라고 밝혔다.",9일 유치원 방과후전담사들이 경북도교육청 앞에서 파업 기자회견을 하고 있다. 교육공무직노조 제공
1,20211109,제주대 총장 선거 ‘3파전’…온라인투표·학생표심 ‘변수’,[제주=좌승훈 기자] 오는 25일 치러지는 제11대 제주대 총장 선거가 3파전으로 압축됐다. 제주대학교는 9일 총장 임용후보 등 …,파이낸셜뉴스,좌승훈 기자,https://news.naver.com/main/read.naver?mode=LS2D&mid=shm&sid1=102&sid2=250&oid=014&aid=0004736964,https://imgnews.pstatic.net/image/origin/014/2021/11/09/4736964.jpg,"김일환·김희철·박경린 교수, 후보 등록…25일 투표  [제주=좌승훈 기자] 오는 25일 치러지는 제11대 제주대 총장 선거가 3파전으로 압축됐다.   제주대학교는 9일 총장 임용후보 등록을 마감한 결과, 김일환(59·공과대 전기공학전공), 김희철(60·경상대 무역학과), 박경린(61·자연과학대 전산통계학과) 교수가 등록했다고 밝혔다.   당초 출마가 유력했던 김동전 교수(58·인문대 사학과)는 불출마를 선언했다.   후보자들은 10일부터 선거일인 24일까지 선거운동을 할 수 있다. 후보자들은 선거공보와 선전벽보, 소형 인쇄물, 전화 또는 정보통신망을 이용해 선거운동을 할 수 있다.   제주대는 11일과 18일과 23일 오후 3시 경상대 2호관에서 후보자 공개토론회를 연다. 이어 24일 오후 2시 법학전문대학원에서 후보자 합동연설회를 진행한다.   변수도 있다. 지난 제10대 선거가 직선제 부활로 주목을 받았다면, 이번 선거는 코로나19 감염 차단을 위해 총장 선거 최초로 온라인 투표로 치러진다.   제주대로부터 총장 임용 후보자 선거를 위탁받은 제주시 선관위는 “온라인 투표 방법에 대해 상세히 안내해 선거인의 권리행사에 혼란이 없도록 하겠다”고 밝혔다.   학생 표심도 변수다. 제10대 선거에서 4%였던 학생 투표 비율이 이번 선거에선 8%까지 두 배로 증가했다.   한편 투표는 25일 ▷1차 오전 8~11시 ▷2차 오후 1~3시 ▷결선 오후 4~6시에 진행된다.",왼쪽부터 제주대 총장임용후보자선거 후보자로 등록한 김일환·박경린·김희철 교수. [사진=제주시 선거관리위원회 제공]
2,20211109,제주대 총장 선거 '3파전'…25일 사상 첫 온라인 투표,(제주=뉴스1) 오미란 기자 = 제주대학교 총장 선거가 3파전으로 치러진다. 제주시선거관리위원회는 제11대 제주대 총장 임용 후 …,뉴스1,오미란 기자,https://news.naver.com/main/read.naver?mode=LS2D&mid=shm&sid1=102&sid2=250&oid=421&aid=0005712635,https://imgnews.pstatic.net/image/origin/421/2021/11/09/5712635.jpg,"김일환 박경린 김희철 교수 등록(제주=뉴스1) 오미란 기자 = 제주대학교 총장 선거가 3파전으로 치러진다.제주시선거관리위원회는 제11대 제주대 총장 임용 후보자 선거 후보자 등록을 마감한 결과 김일환 교수(59·공과대학 전기공학전공)와 박경린 교수(61·자연과학대학 전산통계학과), 김희철 교수(60·경상대학 무역학과)가 등록했다고 9일 밝혔다. 세 후보자는 10일부터 선거일 전날인 24일까지 15일 간 선거운동을 할 수 있다.오는 11일과 18일, 23일 각각 오후 3시 경상대학 2호관에서는 제주대 총장 임용 후보자 추천위원회 주관 공개 토론회, 24일 오후 2시 법학전문대학원에서는 합동 연설회가 열릴 예정이다.선거는 25일 오전 8시부터 세 시간 동안 온라인 투표로 진행된다. 제주대 총장 선거가 온라인 투표로 실시되는 것은 이번이 처음이다.1차 투표 결과 유효표의 과반을 획득한 후보자가 없으면 2차 투표가 실시되고, 2차 투표에서도 과반을 획득한 후보자가 없으면 1·2위 후보자 간 결선 투표가 실시된다.제주시선관위 관계자는 ""깨끗한 선거분위기가 조성되도록 금품·향응 제공이나 허위사실 공표 등 불법 선거운동을 예방·단속할 수 있도록 총력을 기울이겠다""고 밝혔다.","제11대 제주대학교 총장 임용 후보자 선거 후보자인 (기호 순) 김일환 교수(59·공과대학 전기공학전공)와 박경린 교수(61·자연과학대학 전산통계학과), 김희철 교수(60·경상대학 무역학과).© 뉴스1"
3,20211109,제11대 제주대 총장 선거에 김일환·김희철·박경린 후보 등록,(제주=연합뉴스) 고성식 기자 = 제11대 제주대 총장 임용후보자 선거에 3명이 경합한다. 제주대는 9일 총장 임용후보 등록을  …,연합뉴스,고성식 기자,https://news.naver.com/main/read.naver?mode=LS2D&mid=shm&sid1=102&sid2=250&oid=001&aid=0012781235,https://imgnews.pstatic.net/image/origin/001/2021/11/09/12781235.jpg,"	
	(제주=연합뉴스) 고성식 기자 = 제11대 제주대 총장 임용후보자 선거에 3명이 경합한다.     제주대는 9일 총장 임용후보 등록을 마감한 결과(가나다순) 김일환(59·공과대학 전기공학전공), 김희철(60·경상대학 무역학과), 박경린(61·자연과학대학 전산통계학과) 교수 3명이 등록했다고 밝혔다.    이들 후보자는 10일부터 24일까지 선거운동을 할 수 있다.    제주대는 11일과 18일, 23일 오후 3시 경상대학 2호관에서 후보자 공개토론회를 연다. 24일 오후 2시 법학전문대학원에서 후보자 합동연설회를 진행한다.    선거 일은 25일이며, 총장 선거 최초로 온라인 투표가 진행된다.    koss@yna.co.kr",제11대 제주대 총장임용후보자 선거[제주대학교 제공. 재판매 및 DB금지]
4,20211109,"""매운급식 인권침해""…정치하는엄마들, 병설유치원 인권위 진정",(서울=연합뉴스) 송은경 기자 = 시민단체 '정치하는엄마들'은 매운 급식을 제공하는 병설유치원이 아동들의 인권을 침해하고 있다며 …,연합뉴스,송은경 기자,https://news.naver.com/main/read.naver?mode=LS2D&mid=shm&sid1=102&sid2=250&oid=001&aid=0012781206,https://imgnews.pstatic.net/image/origin/001/2021/11/09/12781206.jpg,"    (서울=연합뉴스) 송은경 기자 = 시민단체 '정치하는엄마들'은 매운 급식을 제공하는 병설유치원이 아동들의 인권을 침해하고 있다며 교육부를 국가인권위원회에 진정했다고 9일 밝혔다.    이 단체에 따르면 병설유치원이 있는 학교는 유치원생(5∼7세)부터 초등학교 6학년(13세)까지 같은 식사를 한다. 다양한 연령의 아동들이 같은 식단으로 식사를 하다 보니 유치원생이나 초등학교 저학년은 급식이 매워 먹지 못하는 경우가 많다는 게 이들의 주장이다.    정치하는엄마들은 ""매운 음식을 못 먹는 것은 반찬투정이라거나 학생이 고쳐야 할 단점이 아니다""라며 ""매운 급식을 강요하는 행위는 명백한 인권침해""라고 주장했다.    이들은 ""매움을 느끼고 견디는 정도는 개인의 편차가 크기 때문에 유·아동에게 매움(고통)을 참도록 강요하는 것은 폭력적인 행위""라고 강조했다.    또한 학교가 이러한 문제 제기에 공감을 하든 하지 않든 매운 급식 문제가 해결되지는 않는다고 지적하면서 ""교육부가 (개선) 방침을 세우지 않는다""고 비판했다.    정치하는엄마들은 이와 동일한 취지로 서울과 인천의 초등학교에 재학하는 1∼2학년 어린이들을 피해자로 하는 진정서를 전날 인권위에 제출했다.    norae@yna.co.kr",'매운 급식' 제보 사례[정치하는엄마들 제공. 재판매 및 DB 금지]
5,20211109,대학이 살아야 나라가 산다...이철우 경북지사 경북전문대서 특강,"헤럴드 대구경북 = 김성권 기자 ] 경북전문대학교는 9 일 오후 VR 강의실에서 이철우 경북도지사 초청 , 재학생과 교직원을 대 …",헤럴드경제,,https://news.naver.com/main/read.naver?mode=LS2D&mid=shm&sid1=102&sid2=250&oid=016&aid=0001910513,https://imgnews.pstatic.net/image/origin/016/2021/11/09/1910513.jpg,"헤럴드 대구경북=김성권 기자]경북전문대학교는 9일 오후 VR강의실에서 이철우 경북도지사 초청, 재학생과 교직원을 대상으로 ‘대학이 살아야 나라가 산다’라는 주제로 특강을 했다고 밝혔다.이번 특강은 지역이 변화와 혁신의 미래로 재도약하기 위해 지역대학의 역할과 도정의 비전을 공유하기 위해 마련됐다.특강에서 이 지사는 “경북도는 연구중심 도정으로 탈바꿈해, 행정에 지역대학과 기업들이 함께 참여하는 민-관 원팀 프로젝트를 가동하고 있다”면서 지방대학의 적극적인 참여를 당부했다. 이 지사는 그러면서 지역의 젊은이들에게 “변화와 혁신을 두려움으로 받아들이기 보다는 자신을 무한대로 성장시키는 또 다른 기회로 생각해야 한다”면서 “급변하는 시대 상황에 당황하지 말고 자신의 역량을 향상시키는 계기로 적극 활용할 것”을 주문했다. 이 지사의 평소 철학인 ‘변화와 혁신’에 대해 강조한 것이다.이 지사는 이어 “행정이 결정하고 이끌어가는 시대는 끝났다”면서 “이제는 민간과 기업을 연결하는 플랫폼 역할을 해야 한다”고 소신을 밝혔다.이 지사는 “4차 산업혁명시대는 아이디어 경쟁시대로 AI, 빅데이터, 사물인터넷 등 첨단기술이 주도하는 시대”라면서 “이에 대응해 연구중심 혁신도정 플랫폼을 행정에 적극 도입할 것”이라며 강한 의지도 보였다. 이 지사는 지방대 실정에 대해 “올해 전국 대학 충원율 91.4%며, 미충원 신입생 4만 586명 가운데 75%인 3만 458명이 비수도권 대학에 몰려 있어 심각한 수준”이라고 진단했다.이 지사는 이런 현상에 대해 “지역 인재의 수도권 유출은 이미 수도권과 지방의 양극화라는 심각한 사회문제가 되고 있고, 지방의 소멸을 가속화시키고 있다”고 지적한 후 ▲수도권 대학 정원감축 ▲수도권 대학 지방분산 등을 대안으로 제시했다.이날 특강에는 학생 및 교직원 등 90여명이 참석한 가운데 호텔조리제빵과 학생들이 마련한 만찬을 시작으로 군사학과 학생의 감사의 꽃다발 증정식순으로 진행됐다.ksg@heraldcorp.com(본 기사는 헤럴드경제로부터 제공받은 기사입니다)",이철우 경북지사가 지난 8일 오후 영주 소재 경북전문대학교에서 ‘대학이 살아야 나라가 산다’를 주제로 특강을 하고 있다.(경북전문대 제공)
6,20211109,[시사중국어학원의 리얼 중국어 회화] 노력은 배신하지 않는다.,,세계일보,,https://news.naver.com/main/read.naver?mode=LS2D&mid=shm&sid1=102&sid2=250&oid=022&aid=0003636491,https://imgnews.pstatic.net/image/origin/022/2021/11/09/3636491.jpg,"// flash 오류를 우회하기 위한 함수 추가
function _flash_removeCallback() {}",
7,20211109,[시사일본어학원의 초단기 일본어 회화] 그게…,,세계일보,,https://news.naver.com/main/read.naver?mode=LS2D&mid=shm&sid1=102&sid2=250&oid=022&aid=0003636490,https://imgnews.pstatic.net/image/origin/022/2021/11/09/3636490.jpg,"// flash 오류를 우회하기 위한 함수 추가
function _flash_removeCallback() {}",
8,20211109,[파고다 강남 스타토익 RC유나신] PART 5,,세계일보,,https://news.naver.com/main/read.naver?mode=LS2D&mid=shm&sid1=102&sid2=250&oid=022&aid=0003636486,https://imgnews.pstatic.net/image/origin/022/2021/11/09/3636486.jpg,"// flash 오류를 우회하기 위한 함수 추가
function _flash_removeCallback() {}",
9,20211109,중도보수 진영 부산교육감 단일화 하윤수·박종필 1차 컷오프 통과,(부산=뉴스1) 노경민 기자 = 내년 부산시교육감 선거에 나서는 보수 진영의 단일화 후보가 2명으로 압축됐다. 부산좋은교육감후보 …,뉴스1,노경민 기자,https://news.naver.com/main/read.naver?mode=LS2D&mid=shm&sid1=102&sid2=250&oid=421&aid=0005712454,https://imgnews.pstatic.net/image/origin/421/2021/11/09/5712454.jpg,"(부산=뉴스1) 노경민 기자 = 내년 부산시교육감 선거에 나서는 보수 진영의 단일화 후보가 2명으로 압축됐다.부산좋은교육감후보단일화 추진위원회는 9일 부산시의회에서 기자회견을 열고, 중도·보수 교육감 후보 단일화 1차 통과자에 하윤수 전 부산교대 총장과 박종필 전 부산시교육청 장학관으로 추려졌다고 밝혔다.추진위는 지난 6~7일 여론조사 기관 리얼미터와 알앤써치에 의뢰해 교육감 중도보수 후보 단일화 1차 여론조사를 실시했다.자세한 사항은 중앙선거여론조사심의위원회 홈페이지를 참조하면 된다.여론조사 결과 하 전 총장이 30.23%로 가장 높았고, 김성진 부산대 교수 24.12%, 박 전 장학관 18.15%, 함진홍 전 신도고 교사 14.28%, 박수종 전국진로직학상담교사협의회장 13.2% 순으로 나타났다.이중 2위를 차지한 김 교수가 이날 후보 사퇴 의사를 밝혀 1차 컷오프는 하 전 총장과 박 전 장학관이 통과했다.추진위는 12월 11~12일 2차 여론조사를 실시하기로 잠정 합의했다. 예정대로 실시되면 이 때 최종 단일 후보가 선정될 전망이다.",9일 부산시의회에서 중도보수 성향의 부산시교육감 후보 단일화 1차 컷오프가 진행됐다.(부산좋은교육감후보단일화 추진위원회 제공)© 뉴스1
